Report generated on: 09-05-2022 12:09:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"","British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-VGB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-VGB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-VGB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Brunei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-BRN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","1.9","1.8","4","4.1","2.9","3.3","2.85630136986301",""
"INTL.65-13-BRN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-BRN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","1.8","1.2","1.5","1.31375342465753",""
"","Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-BGR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","6.9","5.1","5.1","5","5.2","4.5","6.4","5.4","5.4","1.3","2","4.4","5.4","5.6","2.2","6","4.9","6.9","7.3","5.4","5","4.7","5.2","5.20375342465753",""
"INTL.65-13-BGR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","3","1.4","2.5","1.1","1.3","1.1","1.7","1.4","1.4","1.3","1.9","4.3","5.4","5.6","2.2","6","1.1","2.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-BGR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","3.9","3.8","2.6","3.9","3.9","3.3","4.7","4","4","0","0.0182465753424658","0.0182465753424658","0","0","0","0","0","0.3","1","0.8","0.5","0.3","0.6","0.47441095890411",""
"","Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-BFA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.3","0.4","0.3","0.3","0.3","0.3","1.2","1.19493150684931",""
"INTL.65-13-BFA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-BFA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Burma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-MMR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0.1","0.2","0.4","0.4","0.3","0.3","0.409098360655738","0.430657534246575","0.345041095890411","0.408931506849315","0.386147540983606","0.256849315068493","0.365479452054795","0.387205479452055","0.386147540983606","0.408931506849315","0.452383561643836","0.391068493150685","0.777431693989071","0.844739726027397","0.909917808219178","0.975095890410959"
"INTL.65-13-MMR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0.08432","0.2","0.4","0.4","0.3","0.3","0.0407650273224044","0.4","0.4","0.3","0.3","0.0613150684931507","1.7","0.06131506848","0.06131506848","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-MMR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0.05473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Burundi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-BDI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.04345","0.04345","0","0.04345","0.04345","0.04345","0","0.04345","0.04345","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.0869041095890411","0.0869041095890411",""
"INTL.65-13-BDI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.04345","0.04345","0","0.04345","0.04345","0.04345","0","0.04345","0.04345","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-BDI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CPV-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0.2","0.1","0.1","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0.2","0.2","0.3","0.4","0.4","0.4","0.4","2.3","2.314712328767122",""
"INTL.65-13-CPV-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0.2","0.1","0.1","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0.2","0.2","0.3","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CPV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.291945205479452",""
"","Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KHM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.303333333333333","0.282438356164384","0.217260273972603","0.282438356164384","0.346666666666667","0.369342465753425","0.391068493150685","0.999397260273973","0.888333333333333","0.716958904109589","0.934219178082192","1.10802739726027","1.41219178082192","1.60772602739726","1.86843835616438","1.97706849315069"
"INTL.65-13-KHM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KHM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CMR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.1","1.2","1.1","1.1","1.1","0.3","0","0.3","0.4","0.4","0.4","1.6","1.6","1.6","0.4","0.4","0.4","1.9","1.8","0.2","2.4","2.4","2.4","2.4","2.3","2.4","2.5","2.6","2.770383561643833",""
"INTL.65-13-CMR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.1","1.2","1.1","1.1","1.1","0.3","0","0.3","0.4","0.4","0.4","1.6","1.6","1.6","0.4","0.4","0.4","1.9","1.8","0.2","2.2","0.9","0.9","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CMR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0182465753424658","0","0","0","0","0.0363934426229508","0.0364931506849315","0.1","0.1","0.1","0.0912328767123288","0.072986301369863","0.072986301369863","0.072986301369863","0.072986301369863","0.072986301369863",""
"","Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CAN-TBPD.A","        Refined petroleum products (Mb/d)","28","18","28","17","10","7.1","6.8","10","11","12","12","12","11","11","12","12","12","8.7","22","20","20","20","22","19","19","13","10","11","12","9.9","10","12","9.3","7","7.882109589041097",""
"INTL.65-13-CAN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","2.3","1.6","1.5","2.6","2.9","3.6","3.3","3","2.1","1.8","2","2.3","2.2","1.7","3.6","3.5","3.6","3.6","3.4","3.2","2.9","2.4","1.7","1.4","0.9","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CAN-TBPD.A","            Residual fuel oil (Mb/d)","24","14","21","13","7.6","5.5","5.2","7.8","7.9","8.9","8.6","9.3","9.3","8.7","9.8","9.3","9.9","7","18","17","17","16","18","16","16","11","8.3","9.4","11","8.9","9.7","11","8.8","6.5","7.3413698630137",""
"","Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CYM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0.02172","0.3","0.3","0.2","0.1","0","0","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.3","0.5","0.5","0.5","0.2","0.2","0.2","0.2","0.2","0.217260273972603",""
"INTL.65-13-CYM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.02172","0.3","0.3","0.2","0.1","0","0","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.3","0.5","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CYM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CAF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.02438","0.3","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0.3","0.4","0.4","0.4","0.3","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.716958904109589",""
"INTL.65-13-CAF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.02438","0.3","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0.3","0.4","0.4","0.4","0.3","0.6","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CAF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Chad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TCD-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.4","0.5","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.391068493150685",""
"INTL.65-13-TCD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.4","0.5","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-TCD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CHL-TBPD.A","        Refined petroleum products (Mb/d)","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4","8.9","1.4","5.4","5.42506849315069",""
"INTL.65-13-CHL-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.2","0","0","0","0","0.086666666666666","0.1","14","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CHL-TBPD.A","            Residual fuel oil (Mb/d)","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8.7","1.3","5.4","5.42506849315069",""
"","China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CHN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","35","40","45","45","57","69","22","19","39","73","76","72","80","106","151","140","158","212","194","234","276","232","302","147","282.182082191781",""
"INTL.65-13-CHN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","12","14","16","13","6.9","8.9","11","4.7","12","11","12","4.8","14","5.6","5.3","5.7","NA","NA","NA","NA","NA",""
"INTL.66-13-CHN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","35","40","45","45","45","55","6.2","6.2","32","64","65","67","68","94","139","135","144","158","145","171","151","159","157","65","126.61298630137",""
"","Colombia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-COL-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","4","3.8","2.9","2.5","2.5","2.8","2.5","2.4","2.4","2.4","3.8","3.5","4.1","3.5","3.5","4.6","4.7","19","18","15","17","19","18","21","28","30","42","38","39.8707397260274",""
"INTL.65-13-COL-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.7","3","2.8","1.8","1.8","2.2","2.1","2","2","2","3","3.4","3.6","3.2","3.2","4","4.1","18","18","14","17","7.5","7.6","8.5","NA","NA","NA","NA","NA",""
"INTL.66-13-COL-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","2.3","0.7","0.1","0.7","0.7","0.5","0.4","0.4","0.4","0.4","0.8","0.1","0.5","0.3","0.3","0.6","0.6","0.5","0.3","0.3","0.3","0.3","0.3","0.0547397260273973","0.0912328767123288","0.0547397260273973","12","4.1","4.6346301369863",""
"","Comoros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-COM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0651780821917808","0.0651780821917808",""
"INTL.65-13-COM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-COM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-COG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0.2","0.2","0.2","0.1","0.1","0.2","0.1","0.1","0.2","0.2","0.2","0.8","0.8","0","0","0","0.2","0.2","0.1","0","0.6","0.9","0","1.3","1.3","1.3","1.4","0.869041095890411",""
