,regions,product,year,value
16934,Malawi,            Residual fuel oil (Mb/d),2004,0
16935,Malaysia,        Refined petroleum products (Mb/d),2004,46
16936,Malaysia,            Distillate fuel oil (Mb/d),2004,45
16937,Malaysia,            Residual fuel oil (Mb/d),2004,0.6
16938,Maldives,        Refined petroleum products (Mb/d),2004,0
16939,Maldives,            Distillate fuel oil (Mb/d),2004,0
16940,Maldives,            Residual fuel oil (Mb/d),2004,0
16941,Mali,        Refined petroleum products (Mb/d),2004,0.4
16942,Mali,            Distillate fuel oil (Mb/d),2004,0.4
16943,Mali,            Residual fuel oil (Mb/d),2004,0
16944,Malta,        Refined petroleum products (Mb/d),2004,2.5
16945,Malta,            Distillate fuel oil (Mb/d),2004,2.1
16946,Malta,            Residual fuel oil (Mb/d),2004,0.4
16947,Martinique,        Refined petroleum products (Mb/d),2004,1.4
16948,Martinique,            Distillate fuel oil (Mb/d),2004,1.1
16949,Martinique,            Residual fuel oil (Mb/d),2004,0.3
16950,Mauritania,        Refined petroleum products (Mb/d),2004,1.1
16951,Mauritania,            Distillate fuel oil (Mb/d),2004,1.1
16952,Mauritania,            Residual fuel oil (Mb/d),2004,0
16953,Mauritius,        Refined petroleum products (Mb/d),2004,4.8
16954,Mauritius,            Distillate fuel oil (Mb/d),2004,4.1
16955,Mauritius,            Residual fuel oil (Mb/d),2004,0.7
16956,Mexico,        Refined petroleum products (Mb/d),2004,17
16957,Mexico,            Distillate fuel oil (Mb/d),2004,15
16958,Mexico,            Residual fuel oil (Mb/d),2004,1.9
16959,Micronesia,        Refined petroleum products (Mb/d),2004,
16960,Micronesia,            Distillate fuel oil (Mb/d),2004,
16961,Micronesia,            Residual fuel oil (Mb/d),2004,
16962,Moldova,        Refined petroleum products (Mb/d),2004,0.2
16963,Moldova,            Distillate fuel oil (Mb/d),2004,0.2
16964,Moldova,            Residual fuel oil (Mb/d),2004,0
16965,Mongolia,        Refined petroleum products (Mb/d),2004,0
16966,Mongolia,            Distillate fuel oil (Mb/d),2004,0
16967,Mongolia,            Residual fuel oil (Mb/d),2004,0
16968,Montenegro,        Refined petroleum products (Mb/d),2004,--
16969,Montenegro,            Distillate fuel oil (Mb/d),2004,--
16970,Montenegro,            Residual fuel oil (Mb/d),2004,--
16971,Montserrat,        Refined petroleum products (Mb/d),2004,0.0203825136612022
16972,Montserrat,            Distillate fuel oil (Mb/d),2004,0.0203825136612022
16973,Montserrat,            Residual fuel oil (Mb/d),2004,0
16974,Morocco,        Refined petroleum products (Mb/d),2004,7.2
16975,Morocco,            Distillate fuel oil (Mb/d),2004,7.2
16976,Morocco,            Residual fuel oil (Mb/d),2004,0
16977,Mozambique,        Refined petroleum products (Mb/d),2004,1.6
16978,Mozambique,            Distillate fuel oil (Mb/d),2004,1.6
16979,Mozambique,            Residual fuel oil (Mb/d),2004,0
16980,Namibia,        Refined petroleum products (Mb/d),2004,0
16981,Namibia,            Distillate fuel oil (Mb/d),2004,0
16982,Namibia,            Residual fuel oil (Mb/d),2004,0
16983,Nauru,        Refined petroleum products (Mb/d),2004,0.2
16984,Nauru,            Distillate fuel oil (Mb/d),2004,0.2
16985,Nauru,            Residual fuel oil (Mb/d),2004,0
16986,Nepal,        Refined petroleum products (Mb/d),2004,0.9
16987,Nepal,            Distillate fuel oil (Mb/d),2004,0.9
16988,Nepal,            Residual fuel oil (Mb/d),2004,0
16989,Netherlands,        Refined petroleum products (Mb/d),2004,273
16990,Netherlands,            Distillate fuel oil (Mb/d),2004,39
16991,Netherlands,            Residual fuel oil (Mb/d),2004,233
16992,Netherlands Antilles,        Refined petroleum products (Mb/d),2004,34
16993,Netherlands Antilles,            Distillate fuel oil (Mb/d),2004,6.7
16994,Netherlands Antilles,            Residual fuel oil (Mb/d),2004,27
16995,New Caledonia,        Refined petroleum products (Mb/d),2004,0.6
16996,New Caledonia,            Distillate fuel oil (Mb/d),2004,0.5
16997,New Caledonia,            Residual fuel oil (Mb/d),2004,0.1
16998,New Zealand,        Refined petroleum products (Mb/d),2004,4.3
16999,New Zealand,            Distillate fuel oil (Mb/d),2004,0.8
17000,New Zealand,            Residual fuel oil (Mb/d),2004,3.5
17001,Nicaragua,        Refined petroleum products (Mb/d),2004,0.2
17002,Nicaragua,            Distillate fuel oil (Mb/d),2004,0.2
17003,Nicaragua,            Residual fuel oil (Mb/d),2004,0
17004,Niger,        Refined petroleum products (Mb/d),2004,0.5
17005,Niger,            Distillate fuel oil (Mb/d),2004,0.5
17006,Niger,            Residual fuel oil (Mb/d),2004,0
17007,Nigeria,        Refined petroleum products (Mb/d),2004,14
17008,Nigeria,            Distillate fuel oil (Mb/d),2004,11
17009,Nigeria,            Residual fuel oil (Mb/d),2004,3.4
17010,Niue,        Refined petroleum products (Mb/d),2004,0
17011,Niue,            Distillate fuel oil (Mb/d),2004,0
17012,Niue,            Residual fuel oil (Mb/d),2004,0
17013,North Korea,        Refined petroleum products (Mb/d),2004,0
17014,North Korea,            Distillate fuel oil (Mb/d),2004,0
17015,North Korea,            Residual fuel oil (Mb/d),2004,0
17016,North Macedonia,        Refined petroleum products (Mb/d),2004,0.1
17017,North Macedonia,            Distillate fuel oil (Mb/d),2004,0.1
17018,North Macedonia,            Residual fuel oil (Mb/d),2004,0
17019,Northern Mariana Islands,        Refined petroleum products (Mb/d),2004,
17020,Northern Mariana Islands,            Distillate fuel oil (Mb/d),2004,
17021,Northern Mariana Islands,            Residual fuel oil (Mb/d),2004,
17022,Norway,        Refined petroleum products (Mb/d),2004,10
17023,Norway,            Distillate fuel oil (Mb/d),2004,5.6
17024,Norway,            Residual fuel oil (Mb/d),2004,4.5
17025,Oman,        Refined petroleum products (Mb/d),2004,4.2
17026,Oman,            Distillate fuel oil (Mb/d),2004,4.2
17027,Oman,            Residual fuel oil (Mb/d),2004,0.0046448087431694
17028,Pakistan,        Refined petroleum products (Mb/d),2004,20
17029,Pakistan,            Distillate fuel oil (Mb/d),2004,20
17030,Pakistan,            Residual fuel oil (Mb/d),2004,0.7
17031,Palestinian Territories,        Refined petroleum products (Mb/d),2004,0
17032,Palestinian Territories,            Distillate fuel oil (Mb/d),2004,0
17033,Palestinian Territories,            Residual fuel oil (Mb/d),2004,0
17034,Panama,        Refined petroleum products (Mb/d),2004,55
17035,Panama,            Distillate fuel oil (Mb/d),2004,2.9
17036,Panama,            Residual fuel oil (Mb/d),2004,52
17037,Papua New Guinea,        Refined petroleum products (Mb/d),2004,0.7
17038,Papua New Guinea,            Distillate fuel oil (Mb/d),2004,0.7
17039,Papua New Guinea,            Residual fuel oil (Mb/d),2004,0
17040,Paraguay,        Refined petroleum products (Mb/d),2004,0.3
17041,Paraguay,            Distillate fuel oil (Mb/d),2004,0.3
17042,Paraguay,            Residual fuel oil (Mb/d),2004,0
17043,Peru,        Refined petroleum products (Mb/d),2004,10
17044,Peru,            Distillate fuel oil (Mb/d),2004,10
17045,Peru,            Residual fuel oil (Mb/d),2004,0
17046,Philippines,        Refined petroleum products (Mb/d),2004,16
17047,Philippines,            Distillate fuel oil (Mb/d),2004,14
17048,Philippines,            Residual fuel oil (Mb/d),2004,1.9
17049,Poland,        Refined petroleum products (Mb/d),2004,4.7
17050,Poland,            Distillate fuel oil (Mb/d),2004,0.8
17051,Poland,            Residual fuel oil (Mb/d),2004,3.9
17052,Portugal,        Refined petroleum products (Mb/d),2004,9.4
17053,Portugal,            Distillate fuel oil (Mb/d),2004,1.1
17054,Portugal,            Residual fuel oil (Mb/d),2004,8.2
17055,Puerto Rico,        Refined petroleum products (Mb/d),2004,2.8
17056,Puerto Rico,            Distillate fuel oil (Mb/d),2004,0.9
17057,Puerto Rico,            Residual fuel oil (Mb/d),2004,1.9
17058,Qatar,        Refined petroleum products (Mb/d),2004,0
17059,Qatar,            Distillate fuel oil (Mb/d),2004,0
17060,Qatar,            Residual fuel oil (Mb/d),2004,0
17061,Reunion,        Refined petroleum products (Mb/d),2004,1.5
17062,Reunion,            Distillate fuel oil (Mb/d),2004,0.2
17063,Reunion,            Residual fuel oil (Mb/d),2004,1.3
17064,Romania,        Refined petroleum products (Mb/d),2004,2.9
17065,Romania,            Distillate fuel oil (Mb/d),2004,2.9
17066,Romania,            Residual fuel oil (Mb/d),2004,0
17067,Russia,        Refined petroleum products (Mb/d),2004,518
17068,Russia,            Distillate fuel oil (Mb/d),2004,268
17069,Russia,            Residual fuel oil (Mb/d),2004,250
17070,Rwanda,        Refined petroleum products (Mb/d),2004,0.3
17071,Rwanda,            Distillate fuel oil (Mb/d),2004,0.3
17072,Rwanda,            Residual fuel oil (Mb/d),2004,0
17073,Saint Helena,        Refined petroleum products (Mb/d),2004,0
17074,Saint Helena,            Distillate fuel oil (Mb/d),2004,0
17075,Saint Helena,            Residual fuel oil (Mb/d),2004,0
17076,Saint Kitts and Nevis,        Refined petroleum products (Mb/d),2004,0
17077,Saint Kitts and Nevis,            Distillate fuel oil (Mb/d),2004,0
17078,Saint Kitts and Nevis,            Residual fuel oil (Mb/d),2004,0
17079,Saint Lucia,        Refined petroleum products (Mb/d),2004,0
17080,Saint Lucia,            Distillate fuel oil (Mb/d),2004,0
17081,Saint Lucia,            Residual fuel oil (Mb/d),2004,0
17082,Saint Pierre and Miquelon,        Refined petroleum products (Mb/d),2004,0.1
17083,Saint Pierre and Miquelon,            Distillate fuel oil (Mb/d),2004,0.1
17084,Saint Pierre and Miquelon,            Residual fuel oil (Mb/d),2004,0
17085,Saint Vincent/Grenadines,        Refined petroleum products (Mb/d),2004,0
17086,Saint Vincent/Grenadines,            Distillate fuel oil (Mb/d),2004,0
17087,Saint Vincent/Grenadines,            Residual fuel oil (Mb/d),2004,0
17088,Samoa,        Refined petroleum products (Mb/d),2004,0
17089,Samoa,            Distillate fuel oil (Mb/d),2004,0
17090,Samoa,            Residual fuel oil (Mb/d),2004,0
17091,Sao Tome and Principe,        Refined petroleum products (Mb/d),2004,0
17092,Sao Tome and Principe,            Distillate fuel oil (Mb/d),2004,0
17093,Sao Tome and Principe,            Residual fuel oil (Mb/d),2004,0
17094,Saudi Arabia,        Refined petroleum products (Mb/d),2004,100
17095,Saudi Arabia,            Distillate fuel oil (Mb/d),2004,59
17096,Saudi Arabia,            Residual fuel oil (Mb/d),2004,41
17097,Senegal,        Refined petroleum products (Mb/d),2004,6.8
17098,Senegal,            Distillate fuel oil (Mb/d),2004,6.8
17099,Senegal,            Residual fuel oil (Mb/d),2004,0
17100,Serbia,        Refined petroleum products (Mb/d),2004,--
17101,Serbia,            Distillate fuel oil (Mb/d),2004,--
17102,Serbia,            Residual fuel oil (Mb/d),2004,--
17103,Seychelles,        Refined petroleum products (Mb/d),2004,2.1
17104,Seychelles,            Distillate fuel oil (Mb/d),2004,2.1
17105,Seychelles,            Residual fuel oil (Mb/d),2004,0.0181967213114754
17106,Sierra Leone,        Refined petroleum products (Mb/d),2004,3
17107,Sierra Leone,            Distillate fuel oil (Mb/d),2004,2.6
17108,Sierra Leone,            Residual fuel oil (Mb/d),2004,0.3
17109,Singapore,        Refined petroleum products (Mb/d),2004,458
17110,Singapore,            Distillate fuel oil (Mb/d),2004,57
17111,Singapore,            Residual fuel oil (Mb/d),2004,401
17112,Slovakia,        Refined petroleum products (Mb/d),2004,0
17113,Slovakia,            Distillate fuel oil (Mb/d),2004,0
17114,Slovakia,            Residual fuel oil (Mb/d),2004,0
17115,Slovenia,        Refined petroleum products (Mb/d),2004,0
17116,Slovenia,            Distillate fuel oil (Mb/d),2004,0.4
17117,Slovenia,            Residual fuel oil (Mb/d),2004,0
17118,Solomon Islands,        Refined petroleum products (Mb/d),2004,0.0676502732240437
17119,Solomon Islands,            Distillate fuel oil (Mb/d),2004,0.0676502732240437
17120,Solomon Islands,            Residual fuel oil (Mb/d),2004,0
17121,Somalia,        Refined petroleum products (Mb/d),2004,0.4
17122,Somalia,            Distillate fuel oil (Mb/d),2004,0.4
17123,Somalia,            Residual fuel oil (Mb/d),2004,0
17124,South Africa,        Refined petroleum products (Mb/d),2004,58
17125,South Africa,            Distillate fuel oil (Mb/d),2004,20
17126,South Africa,            Residual fuel oil (Mb/d),2004,38
17127,South Korea,        Refined petroleum products (Mb/d),2004,132
17128,South Korea,            Distillate fuel oil (Mb/d),2004,18
17129,South Korea,            Residual fuel oil (Mb/d),2004,115
17130,South Sudan,        Refined petroleum products (Mb/d),2004,--
17131,South Sudan,            Distillate fuel oil (Mb/d),2004,--
17132,South Sudan,            Residual fuel oil (Mb/d),2004,--
17133,Spain,        Refined petroleum products (Mb/d),2004,133
17134,Spain,            Distillate fuel oil (Mb/d),2004,19
17135,Spain,            Residual fuel oil (Mb/d),2004,114
17136,Sri Lanka,        Refined petroleum products (Mb/d),2004,5
17137,Sri Lanka,            Distillate fuel oil (Mb/d),2004,3.5
17138,Sri Lanka,            Residual fuel oil (Mb/d),2004,1.5
17139,Sudan,        Refined petroleum products (Mb/d),2004,3.2
17140,Sudan,            Distillate fuel oil (Mb/d),2004,3.2
17141,Sudan,            Residual fuel oil (Mb/d),2004,0
17142,Suriname,        Refined petroleum products (Mb/d),2004,0
17143,Suriname,            Distillate fuel oil (Mb/d),2004,0
17144,Suriname,            Residual fuel oil (Mb/d),2004,0
17145,Sweden,        Refined petroleum products (Mb/d),2004,34
17146,Sweden,            Distillate fuel oil (Mb/d),2004,2.9
17147,Sweden,            Residual fuel oil (Mb/d),2004,32
17148,Switzerland,        Refined petroleum products (Mb/d),2004,0.2
17149,Switzerland,            Distillate fuel oil (Mb/d),2004,0.2
17150,Switzerland,            Residual fuel oil (Mb/d),2004,0
17151,Syria,        Refined petroleum products (Mb/d),2004,2.5
17152,Syria,            Distillate fuel oil (Mb/d),2004,2.5
17153,Syria,            Residual fuel oil (Mb/d),2004,0
17154,Taiwan,        Refined petroleum products (Mb/d),2004,45
17155,Taiwan,            Distillate fuel oil (Mb/d),2004,4
17156,Taiwan,            Residual fuel oil (Mb/d),2004,41
17157,Tajikistan,        Refined petroleum products (Mb/d),2004,0.13
17158,Tajikistan,            Distillate fuel oil (Mb/d),2004,0.0866666666666667
17159,Tajikistan,            Residual fuel oil (Mb/d),2004,0
17160,Tanzania,        Refined petroleum products (Mb/d),2004,0.4
17161,Tanzania,            Distillate fuel oil (Mb/d),2004,0.0203825136612022
17162,Tanzania,            Residual fuel oil (Mb/d),2004,0.4
17163,Thailand,        Refined petroleum products (Mb/d),2004,94.5879781420765
17164,Thailand,            Distillate fuel oil (Mb/d),2004,1.5
17165,Thailand,            Residual fuel oil (Mb/d),2004,24.1106557377049
17166,The Bahamas,        Refined petroleum products (Mb/d),2004,5.7
17167,The Bahamas,            Distillate fuel oil (Mb/d),2004,1.9
17168,The Bahamas,            Residual fuel oil (Mb/d),2004,3.8
17169,Timor-Leste,        Refined petroleum products (Mb/d),2004,0
17170,Timor-Leste,            Distillate fuel oil (Mb/d),2004,0
17171,Timor-Leste,            Residual fuel oil (Mb/d),2004,0
17172,Togo,        Refined petroleum products (Mb/d),2004,1.8
17173,Togo,            Distillate fuel oil (Mb/d),2004,1.8
17174,Togo,            Residual fuel oil (Mb/d),2004,0
17175,Tonga,        Refined petroleum products (Mb/d),2004,0.0216666666666667
17176,Tonga,            Distillate fuel oil (Mb/d),2004,0.0216666666666667
17177,Tonga,            Residual fuel oil (Mb/d),2004,0
17178,Trinidad and Tobago,        Refined petroleum products (Mb/d),2004,14
17179,Trinidad and Tobago,            Distillate fuel oil (Mb/d),2004,7.3
17180,Trinidad and Tobago,            Residual fuel oil (Mb/d),2004,6.2
17181,Tunisia,        Refined petroleum products (Mb/d),2004,0.2
17182,Tunisia,            Distillate fuel oil (Mb/d),2004,0
17183,Tunisia,            Residual fuel oil (Mb/d),2004,0.2
17184,Turkey,        Refined petroleum products (Mb/d),2004,18
17185,Turkey,            Distillate fuel oil (Mb/d),2004,10
17186,Turkey,            Residual fuel oil (Mb/d),2004,7.7
17187,Turkmenistan,        Refined petroleum products (Mb/d),2004,0
17188,Turkmenistan,            Distillate fuel oil (Mb/d),2004,0
17189,Turkmenistan,            Residual fuel oil (Mb/d),2004,0
17190,Turks and Caicos Islands,        Refined petroleum products (Mb/d),2004,0
17191,Turks and Caicos Islands,            Distillate fuel oil (Mb/d),2004,0
17192,Turks and Caicos Islands,            Residual fuel oil (Mb/d),2004,0
17193,Tuvalu,        Refined petroleum products (Mb/d),2004,
17194,Tuvalu,            Distillate fuel oil (Mb/d),2004,
17195,Tuvalu,            Residual fuel oil (Mb/d),2004,
17196,U.S. Pacific Islands,        Refined petroleum products (Mb/d),2004,0.3
17197,U.S. Pacific Islands,            Distillate fuel oil (Mb/d),2004,0.3
17198,U.S. Pacific Islands,            Residual fuel oil (Mb/d),2004,0
17199,U.S. Territories,        Refined petroleum products (Mb/d),2004,
17200,U.S. Territories,            Distillate fuel oil (Mb/d),2004,
17201,U.S. Territories,            Residual fuel oil (Mb/d),2004,
17202,U.S. Virgin Islands,        Refined petroleum products (Mb/d),2004,13
17203,U.S. Virgin Islands,            Distillate fuel oil (Mb/d),2004,11
17204,U.S. Virgin Islands,            Residual fuel oil (Mb/d),2004,1.8
17205,Uganda,        Refined petroleum products (Mb/d),2004,0
17206,Uganda,            Distillate fuel oil (Mb/d),2004,0
17207,Uganda,            Residual fuel oil (Mb/d),2004,0
17208,Ukraine,        Refined petroleum products (Mb/d),2004,7.8
17209,Ukraine,            Distillate fuel oil (Mb/d),2004,7.8
17210,Ukraine,            Residual fuel oil (Mb/d),2004,0
17211,United Arab Emirates,        Refined petroleum products (Mb/d),2004,177
17212,United Arab Emirates,            Distillate fuel oil (Mb/d),2004,30
17213,United Arab Emirates,            Residual fuel oil (Mb/d),2004,147
17214,United Kingdom,        Refined petroleum products (Mb/d),2004,40
17215,United Kingdom,            Distillate fuel oil (Mb/d),2004,22
17216,United Kingdom,            Residual fuel oil (Mb/d),2004,18
17217,United States,        Refined petroleum products (Mb/d),2004,700
17218,United States,            Distillate fuel oil (Mb/d),2004,458
17219,United States,            Residual fuel oil (Mb/d),2004,240
17220,Uruguay,        Refined petroleum products (Mb/d),2004,6.4
17221,Uruguay,            Distillate fuel oil (Mb/d),2004,2.2
17222,Uruguay,            Residual fuel oil (Mb/d),2004,4.3
17223,Uzbekistan,        Refined petroleum products (Mb/d),2004,0
17224,Uzbekistan,            Distillate fuel oil (Mb/d),2004,0
17225,Uzbekistan,            Residual fuel oil (Mb/d),2004,0
17226,Vanuatu,        Refined petroleum products (Mb/d),2004,0
17227,Vanuatu,            Distillate fuel oil (Mb/d),2004,0
17228,Vanuatu,            Residual fuel oil (Mb/d),2004,0
17229,Venezuela,        Refined petroleum products (Mb/d),2004,12
17230,Venezuela,            Distillate fuel oil (Mb/d),2004,1.3
17231,Venezuela,            Residual fuel oil (Mb/d),2004,11
17232,Vietnam,        Refined petroleum products (Mb/d),2004,11.0162568306011
17233,Vietnam,            Distillate fuel oil (Mb/d),2004,5.6
17234,Vietnam,            Residual fuel oil (Mb/d),2004,4.49459016393443
17235,Wake Island,        Refined petroleum products (Mb/d),2004,9
17236,Wake Island,            Distillate fuel oil (Mb/d),2004,9
17237,Wake Island,            Residual fuel oil (Mb/d),2004,0
17238,Western Sahara,        Refined petroleum products (Mb/d),2004,0.1
17239,Western Sahara,            Distillate fuel oil (Mb/d),2004,0.1
17240,Western Sahara,            Residual fuel oil (Mb/d),2004,0
17241,Yemen,        Refined petroleum products (Mb/d),2004,4.6
17242,Yemen,            Distillate fuel oil (Mb/d),2004,3.5
17243,Yemen,            Residual fuel oil (Mb/d),2004,1.1
17244,Zambia,        Refined petroleum products (Mb/d),2004,0.0729508196721312
17245,Zambia,            Distillate fuel oil (Mb/d),2004,0.0729508196721312
17246,Zambia,            Residual fuel oil (Mb/d),2004,0
17247,Zimbabwe,        Refined petroleum products (Mb/d),2004,0.2
17248,Zimbabwe,            Distillate fuel oil (Mb/d),2004,0.2
17249,Zimbabwe,            Residual fuel oil (Mb/d),2004,0
17250,Afghanistan,        Refined petroleum products (Mb/d),2005,0.1
17251,Afghanistan,            Distillate fuel oil (Mb/d),2005,0.1
17252,Afghanistan,            Residual fuel oil (Mb/d),2005,0
17253,Albania,        Refined petroleum products (Mb/d),2005,0.8
17254,Albania,            Distillate fuel oil (Mb/d),2005,0.8
17255,Albania,            Residual fuel oil (Mb/d),2005,0
17256,Algeria,        Refined petroleum products (Mb/d),2005,11
17257,Algeria,            Distillate fuel oil (Mb/d),2005,4.9
17258,Algeria,            Residual fuel oil (Mb/d),2005,5.6
17259,American Samoa,        Refined petroleum products (Mb/d),2005,2
17260,American Samoa,            Distillate fuel oil (Mb/d),2005,2
17261,American Samoa,            Residual fuel oil (Mb/d),2005,0
17262,Angola,        Refined petroleum products (Mb/d),2005,7.9
17263,Angola,            Distillate fuel oil (Mb/d),2005,7.7
17264,Angola,            Residual fuel oil (Mb/d),2005,0.3
17265,Antarctica,        Refined petroleum products (Mb/d),2005,0.9
17266,Antarctica,            Distillate fuel oil (Mb/d),2005,0.9
17267,Antarctica,            Residual fuel oil (Mb/d),2005,0
17268,Antigua and Barbuda,        Refined petroleum products (Mb/d),2005,1
17269,Antigua and Barbuda,            Distillate fuel oil (Mb/d),2005,1
17270,Antigua and Barbuda,            Residual fuel oil (Mb/d),2005,0
17271,Argentina,        Refined petroleum products (Mb/d),2005,13
17272,Argentina,            Distillate fuel oil (Mb/d),2005,3.5
17273,Argentina,            Residual fuel oil (Mb/d),2005,9.7
17274,Armenia,        Refined petroleum products (Mb/d),2005,0.955945205479452
17275,Armenia,            Distillate fuel oil (Mb/d),2005,0.8
17276,Armenia,            Residual fuel oil (Mb/d),2005,0
17277,Aruba,        Refined petroleum products (Mb/d),2005,1.6
17278,Aruba,            Distillate fuel oil (Mb/d),2005,1.6
17279,Aruba,            Residual fuel oil (Mb/d),2005,0
17280,Australia,        Refined petroleum products (Mb/d),2005,16
17281,Australia,            Distillate fuel oil (Mb/d),2005,1.2
17282,Australia,            Residual fuel oil (Mb/d),2005,15
17283,Austria,        Refined petroleum products (Mb/d),2005,0
17284,Austria,            Distillate fuel oil (Mb/d),2005,0
17285,Austria,            Residual fuel oil (Mb/d),2005,0
17286,Azerbaijan,        Refined petroleum products (Mb/d),2005,11
17287,Azerbaijan,            Distillate fuel oil (Mb/d),2005,11
17288,Azerbaijan,            Residual fuel oil (Mb/d),2005,0
17289,Bahrain,        Refined petroleum products (Mb/d),2005,9.1
17290,Bahrain,            Distillate fuel oil (Mb/d),2005,7.9
17291,Bahrain,            Residual fuel oil (Mb/d),2005,1.1
17292,Bangladesh,        Refined petroleum products (Mb/d),2005,0.7
17293,Bangladesh,            Distillate fuel oil (Mb/d),2005,0
17294,Bangladesh,            Residual fuel oil (Mb/d),2005,0.7
17295,Barbados,        Refined petroleum products (Mb/d),2005,1.9
17296,Barbados,            Distillate fuel oil (Mb/d),2005,1.9
17297,Barbados,            Residual fuel oil (Mb/d),2005,0
17298,Belarus,        Refined petroleum products (Mb/d),2005,0
17299,Belarus,            Distillate fuel oil (Mb/d),2005,0
17300,Belarus,            Residual fuel oil (Mb/d),2005,0
17301,Belgium,        Refined petroleum products (Mb/d),2005,142
17302,Belgium,            Distillate fuel oil (Mb/d),2005,11
17303,Belgium,            Residual fuel oil (Mb/d),2005,131
17304,Belize,        Refined petroleum products (Mb/d),2005,0.6
17305,Belize,            Distillate fuel oil (Mb/d),2005,0.6
17306,Belize,            Residual fuel oil (Mb/d),2005,0
17307,Benin,        Refined petroleum products (Mb/d),2005,0.5
17308,Benin,            Distillate fuel oil (Mb/d),2005,0.5
17309,Benin,            Residual fuel oil (Mb/d),2005,0
17310,Bermuda,        Refined petroleum products (Mb/d),2005,0.4
17311,Bermuda,            Distillate fuel oil (Mb/d),2005,0.3
17312,Bermuda,            Residual fuel oil (Mb/d),2005,0.0547397260273973
17313,Bhutan,        Refined petroleum products (Mb/d),2005,0
17314,Bhutan,            Distillate fuel oil (Mb/d),2005,0
17315,Bhutan,            Residual fuel oil (Mb/d),2005,0
17316,Bolivia,        Refined petroleum products (Mb/d),2005,0
17317,Bolivia,            Distillate fuel oil (Mb/d),2005,0
17318,Bolivia,            Residual fuel oil (Mb/d),2005,0
17319,Bosnia and Herzegovina,        Refined petroleum products (Mb/d),2005,0
17320,Bosnia and Herzegovina,            Distillate fuel oil (Mb/d),2005,0
17321,Bosnia and Herzegovina,            Residual fuel oil (Mb/d),2005,0
17322,Botswana,        Refined petroleum products (Mb/d),2005,0
17323,Botswana,            Distillate fuel oil (Mb/d),2005,0
17324,Botswana,            Residual fuel oil (Mb/d),2005,0
17325,Brazil,        Refined petroleum products (Mb/d),2005,89
17326,Brazil,            Distillate fuel oil (Mb/d),2005,36
17327,Brazil,            Residual fuel oil (Mb/d),2005,53
17328,British Virgin Islands,        Refined petroleum products (Mb/d),2005,0
17329,British Virgin Islands,            Distillate fuel oil (Mb/d),2005,0
17330,British Virgin Islands,            Residual fuel oil (Mb/d),2005,0
17331,Brunei,        Refined petroleum products (Mb/d),2005,0
17332,Brunei,            Distillate fuel oil (Mb/d),2005,0
17333,Brunei,            Residual fuel oil (Mb/d),2005,0
17334,Bulgaria,        Refined petroleum products (Mb/d),2005,2.2
17335,Bulgaria,            Distillate fuel oil (Mb/d),2005,2.2
17336,Bulgaria,            Residual fuel oil (Mb/d),2005,0
17337,Burkina Faso,        Refined petroleum products (Mb/d),2005,0
17338,Burkina Faso,            Distillate fuel oil (Mb/d),2005,0
17339,Burkina Faso,            Residual fuel oil (Mb/d),2005,0
17340,Burma,        Refined petroleum products (Mb/d),2005,0.256849315068493
17341,Burma,            Distillate fuel oil (Mb/d),2005,0.0613150684931507
17342,Burma,            Residual fuel oil (Mb/d),2005,0
17343,Burundi,        Refined petroleum products (Mb/d),2005,0.2
17344,Burundi,            Distillate fuel oil (Mb/d),2005,0.2
17345,Burundi,            Residual fuel oil (Mb/d),2005,0
17346,Cabo Verde,        Refined petroleum products (Mb/d),2005,0
17347,Cabo Verde,            Distillate fuel oil (Mb/d),2005,0
17348,Cabo Verde,            Residual fuel oil (Mb/d),2005,0
17349,Cambodia,        Refined petroleum products (Mb/d),2005,0.369342465753425
17350,Cambodia,            Distillate fuel oil (Mb/d),2005,0
17351,Cambodia,            Residual fuel oil (Mb/d),2005,0
17352,Cameroon,        Refined petroleum products (Mb/d),2005,0.2
17353,Cameroon,            Distillate fuel oil (Mb/d),2005,0.2
17354,Cameroon,            Residual fuel oil (Mb/d),2005,0.0364931506849315
17355,Canada,        Refined petroleum products (Mb/d),2005,13
17356,Canada,            Distillate fuel oil (Mb/d),2005,2.4
17357,Canada,            Residual fuel oil (Mb/d),2005,11
17358,Cayman Islands,        Refined petroleum products (Mb/d),2005,0.3
17359,Cayman Islands,            Distillate fuel oil (Mb/d),2005,0.3
17360,Cayman Islands,            Residual fuel oil (Mb/d),2005,0
17361,Central African Republic,        Refined petroleum products (Mb/d),2005,0.3
17362,Central African Republic,            Distillate fuel oil (Mb/d),2005,0.3
17363,Central African Republic,            Residual fuel oil (Mb/d),2005,0
17364,Chad,        Refined petroleum products (Mb/d),2005,0.4
17365,Chad,            Distillate fuel oil (Mb/d),2005,0.4
17366,Chad,            Residual fuel oil (Mb/d),2005,0
17367,Chile,        Refined petroleum products (Mb/d),2005,0
17368,Chile,            Distillate fuel oil (Mb/d),2005,0.1
17369,Chile,            Residual fuel oil (Mb/d),2005,0
17370,China,        Refined petroleum products (Mb/d),2005,140
17371,China,            Distillate fuel oil (Mb/d),2005,4.8
17372,China,            Residual fuel oil (Mb/d),2005,135
17373,Colombia,        Refined petroleum products (Mb/d),2005,15
17374,Colombia,            Distillate fuel oil (Mb/d),2005,14
17375,Colombia,            Residual fuel oil (Mb/d),2005,0.3
