,regions,product,year,value
9469,Qatar,            Distillate fuel oil (Mb/d),1993,1.5
9470,Qatar,            Residual fuel oil (Mb/d),1993,0
9471,Reunion,        Refined petroleum products (Mb/d),1993,0.3
9472,Reunion,            Distillate fuel oil (Mb/d),1993,0.3
9473,Reunion,            Residual fuel oil (Mb/d),1993,0
9474,Romania,        Refined petroleum products (Mb/d),1993,0
9475,Romania,            Distillate fuel oil (Mb/d),1993,0
9476,Romania,            Residual fuel oil (Mb/d),1993,0
9477,Russia,        Refined petroleum products (Mb/d),1993,237
9478,Russia,            Distillate fuel oil (Mb/d),1993,0
9479,Russia,            Residual fuel oil (Mb/d),1993,237
9480,Rwanda,        Refined petroleum products (Mb/d),1993,0.2
9481,Rwanda,            Distillate fuel oil (Mb/d),1993,0.2
9482,Rwanda,            Residual fuel oil (Mb/d),1993,0
9483,Saint Helena,        Refined petroleum products (Mb/d),1993,0
9484,Saint Helena,            Distillate fuel oil (Mb/d),1993,0
9485,Saint Helena,            Residual fuel oil (Mb/d),1993,0
9486,Saint Kitts and Nevis,        Refined petroleum products (Mb/d),1993,0
9487,Saint Kitts and Nevis,            Distillate fuel oil (Mb/d),1993,0
9488,Saint Kitts and Nevis,            Residual fuel oil (Mb/d),1993,0
9489,Saint Lucia,        Refined petroleum products (Mb/d),1993,0
9490,Saint Lucia,            Distillate fuel oil (Mb/d),1993,0
9491,Saint Lucia,            Residual fuel oil (Mb/d),1993,0
9492,Saint Pierre and Miquelon,        Refined petroleum products (Mb/d),1993,0.3
9493,Saint Pierre and Miquelon,            Distillate fuel oil (Mb/d),1993,0.3
9494,Saint Pierre and Miquelon,            Residual fuel oil (Mb/d),1993,0
9495,Saint Vincent/Grenadines,        Refined petroleum products (Mb/d),1993,0
9496,Saint Vincent/Grenadines,            Distillate fuel oil (Mb/d),1993,0
9497,Saint Vincent/Grenadines,            Residual fuel oil (Mb/d),1993,0
9498,Samoa,        Refined petroleum products (Mb/d),1993,0
9499,Samoa,            Distillate fuel oil (Mb/d),1993,0
9500,Samoa,            Residual fuel oil (Mb/d),1993,0
9501,Sao Tome and Principe,        Refined petroleum products (Mb/d),1993,0
9502,Sao Tome and Principe,            Distillate fuel oil (Mb/d),1993,0
9503,Sao Tome and Principe,            Residual fuel oil (Mb/d),1993,0
9504,Saudi Arabia,        Refined petroleum products (Mb/d),1993,200
9505,Saudi Arabia,            Distillate fuel oil (Mb/d),1993,106
9506,Saudi Arabia,            Residual fuel oil (Mb/d),1993,95
9507,Senegal,        Refined petroleum products (Mb/d),1993,3.5
9508,Senegal,            Distillate fuel oil (Mb/d),1993,2.3
9509,Senegal,            Residual fuel oil (Mb/d),1993,1.2
9510,Serbia,        Refined petroleum products (Mb/d),1993,--
9511,Serbia,            Distillate fuel oil (Mb/d),1993,
9512,Serbia,            Residual fuel oil (Mb/d),1993,
9513,Seychelles,        Refined petroleum products (Mb/d),1993,2.3
9514,Seychelles,            Distillate fuel oil (Mb/d),1993,2.2
9515,Seychelles,            Residual fuel oil (Mb/d),1993,0.01824
9516,Sierra Leone,        Refined petroleum products (Mb/d),1993,1.7
9517,Sierra Leone,            Distillate fuel oil (Mb/d),1993,1.4
9518,Sierra Leone,            Residual fuel oil (Mb/d),1993,0.3
9519,Singapore,        Refined petroleum products (Mb/d),1993,191
9520,Singapore,            Distillate fuel oil (Mb/d),1993,36
9521,Singapore,            Residual fuel oil (Mb/d),1993,155
9522,Slovakia,        Refined petroleum products (Mb/d),1993,0
9523,Slovakia,            Distillate fuel oil (Mb/d),1993,0
9524,Slovakia,            Residual fuel oil (Mb/d),1993,0
9525,Slovenia,        Refined petroleum products (Mb/d),1993,0
9526,Slovenia,            Distillate fuel oil (Mb/d),1993,0
9527,Slovenia,            Residual fuel oil (Mb/d),1993,0
9528,Solomon Islands,        Refined petroleum products (Mb/d),1993,0.04345
9529,Solomon Islands,            Distillate fuel oil (Mb/d),1993,0.04345
9530,Solomon Islands,            Residual fuel oil (Mb/d),1993,0
9531,Somalia,        Refined petroleum products (Mb/d),1993,0.4
9532,Somalia,            Distillate fuel oil (Mb/d),1993,0.4
9533,Somalia,            Residual fuel oil (Mb/d),1993,0
9534,South Africa,        Refined petroleum products (Mb/d),1993,47
9535,South Africa,            Distillate fuel oil (Mb/d),1993,7.9
9536,South Africa,            Residual fuel oil (Mb/d),1993,39
9537,South Korea,        Refined petroleum products (Mb/d),1993,72
9538,South Korea,            Distillate fuel oil (Mb/d),1993,12
9539,South Korea,            Residual fuel oil (Mb/d),1993,60
9540,South Sudan,        Refined petroleum products (Mb/d),1993,--
9541,South Sudan,            Distillate fuel oil (Mb/d),1993,--
9542,South Sudan,            Residual fuel oil (Mb/d),1993,--
9543,Spain,        Refined petroleum products (Mb/d),1993,64
9544,Spain,            Distillate fuel oil (Mb/d),1993,15
9545,Spain,            Residual fuel oil (Mb/d),1993,49
9546,Sri Lanka,        Refined petroleum products (Mb/d),1993,7.8
9547,Sri Lanka,            Distillate fuel oil (Mb/d),1993,2.6
9548,Sri Lanka,            Residual fuel oil (Mb/d),1993,5.2
9549,Sudan,        Refined petroleum products (Mb/d),1993,0.9
9550,Sudan,            Distillate fuel oil (Mb/d),1993,0.9
9551,Sudan,            Residual fuel oil (Mb/d),1993,0
9552,Suriname,        Refined petroleum products (Mb/d),1993,0
9553,Suriname,            Distillate fuel oil (Mb/d),1993,0
9554,Suriname,            Residual fuel oil (Mb/d),1993,0
9555,Sweden,        Refined petroleum products (Mb/d),1993,17
9556,Sweden,            Distillate fuel oil (Mb/d),1993,3.5
9557,Sweden,            Residual fuel oil (Mb/d),1993,13
9558,Switzerland,        Refined petroleum products (Mb/d),1993,0.3
9559,Switzerland,            Distillate fuel oil (Mb/d),1993,0.3
9560,Switzerland,            Residual fuel oil (Mb/d),1993,0
9561,Syria,        Refined petroleum products (Mb/d),1993,4.1
9562,Syria,            Distillate fuel oil (Mb/d),1993,4.1
9563,Syria,            Residual fuel oil (Mb/d),1993,0
9564,Taiwan,        Refined petroleum products (Mb/d),1993,28
9565,Taiwan,            Distillate fuel oil (Mb/d),1993,1.6
9566,Taiwan,            Residual fuel oil (Mb/d),1993,26
9567,Tajikistan,        Refined petroleum products (Mb/d),1993,0
9568,Tajikistan,            Distillate fuel oil (Mb/d),1993,0
9569,Tajikistan,            Residual fuel oil (Mb/d),1993,0
9570,Tanzania,        Refined petroleum products (Mb/d),1993,1
9571,Tanzania,            Distillate fuel oil (Mb/d),1993,0.6
9572,Tanzania,            Residual fuel oil (Mb/d),1993,0.4
9573,Thailand,        Refined petroleum products (Mb/d),1993,18
9574,Thailand,            Distillate fuel oil (Mb/d),1993,14
9575,Thailand,            Residual fuel oil (Mb/d),1993,3.6
9576,The Bahamas,        Refined petroleum products (Mb/d),1993,4.2
9577,The Bahamas,            Distillate fuel oil (Mb/d),1993,1.3
9578,The Bahamas,            Residual fuel oil (Mb/d),1993,2.9
9579,Timor-Leste,        Refined petroleum products (Mb/d),1993,--
9580,Timor-Leste,            Distillate fuel oil (Mb/d),1993,
9581,Timor-Leste,            Residual fuel oil (Mb/d),1993,
9582,Togo,        Refined petroleum products (Mb/d),1993,0
9583,Togo,            Distillate fuel oil (Mb/d),1993,0
9584,Togo,            Residual fuel oil (Mb/d),1993,0
9585,Tonga,        Refined petroleum products (Mb/d),1993,0.06517
9586,Tonga,            Distillate fuel oil (Mb/d),1993,0.06517
9587,Tonga,            Residual fuel oil (Mb/d),1993,0
9588,Trinidad and Tobago,        Refined petroleum products (Mb/d),1993,4.2
9589,Trinidad and Tobago,            Distillate fuel oil (Mb/d),1993,4.2
9590,Trinidad and Tobago,            Residual fuel oil (Mb/d),1993,0
9591,Tunisia,        Refined petroleum products (Mb/d),1993,3.5
9592,Tunisia,            Distillate fuel oil (Mb/d),1993,3.5
9593,Tunisia,            Residual fuel oil (Mb/d),1993,0
9594,Turkey,        Refined petroleum products (Mb/d),1993,1.9
9595,Turkey,            Distillate fuel oil (Mb/d),1993,1.2
9596,Turkey,            Residual fuel oil (Mb/d),1993,0.8
9597,Turkmenistan,        Refined petroleum products (Mb/d),1993,0
9598,Turkmenistan,            Distillate fuel oil (Mb/d),1993,0
9599,Turkmenistan,            Residual fuel oil (Mb/d),1993,0
9600,Turks and Caicos Islands,        Refined petroleum products (Mb/d),1993,0
9601,Turks and Caicos Islands,            Distillate fuel oil (Mb/d),1993,0
9602,Turks and Caicos Islands,            Residual fuel oil (Mb/d),1993,0
9603,Tuvalu,        Refined petroleum products (Mb/d),1993,
9604,Tuvalu,            Distillate fuel oil (Mb/d),1993,
9605,Tuvalu,            Residual fuel oil (Mb/d),1993,
9606,U.S. Pacific Islands,        Refined petroleum products (Mb/d),1993,0.3
9607,U.S. Pacific Islands,            Distillate fuel oil (Mb/d),1993,0.3
9608,U.S. Pacific Islands,            Residual fuel oil (Mb/d),1993,0
9609,U.S. Territories,        Refined petroleum products (Mb/d),1993,
9610,U.S. Territories,            Distillate fuel oil (Mb/d),1993,
9611,U.S. Territories,            Residual fuel oil (Mb/d),1993,
9612,U.S. Virgin Islands,        Refined petroleum products (Mb/d),1993,3.1
9613,U.S. Virgin Islands,            Distillate fuel oil (Mb/d),1993,2
9614,U.S. Virgin Islands,            Residual fuel oil (Mb/d),1993,1.1
9615,Uganda,        Refined petroleum products (Mb/d),1993,0
9616,Uganda,            Distillate fuel oil (Mb/d),1993,0
9617,Uganda,            Residual fuel oil (Mb/d),1993,0
9618,Ukraine,        Refined petroleum products (Mb/d),1993,0
9619,Ukraine,            Distillate fuel oil (Mb/d),1993,0
9620,Ukraine,            Residual fuel oil (Mb/d),1993,0
9621,United Arab Emirates,        Refined petroleum products (Mb/d),1993,162
9622,United Arab Emirates,            Distillate fuel oil (Mb/d),1993,6.8
9623,United Arab Emirates,            Residual fuel oil (Mb/d),1993,155
9624,United Kingdom,        Refined petroleum products (Mb/d),1993,48
9625,United Kingdom,            Distillate fuel oil (Mb/d),1993,24
9626,United Kingdom,            Residual fuel oil (Mb/d),1993,23
9627,United States,        Refined petroleum products (Mb/d),1993,627
9628,United States,            Distillate fuel oil (Mb/d),1993,321
9629,United States,            Residual fuel oil (Mb/d),1993,233
9630,Uruguay,        Refined petroleum products (Mb/d),1993,3.4
9631,Uruguay,            Distillate fuel oil (Mb/d),1993,1.8
9632,Uruguay,            Residual fuel oil (Mb/d),1993,1.5
9633,Uzbekistan,        Refined petroleum products (Mb/d),1993,0
9634,Uzbekistan,            Distillate fuel oil (Mb/d),1993,0
9635,Uzbekistan,            Residual fuel oil (Mb/d),1993,0
9636,Vanuatu,        Refined petroleum products (Mb/d),1993,0
9637,Vanuatu,            Distillate fuel oil (Mb/d),1993,0
9638,Vanuatu,            Residual fuel oil (Mb/d),1993,0
9639,Venezuela,        Refined petroleum products (Mb/d),1993,23
9640,Venezuela,            Distillate fuel oil (Mb/d),1993,12
9641,Venezuela,            Residual fuel oil (Mb/d),1993,12
9642,Vietnam,        Refined petroleum products (Mb/d),1993,0
9643,Vietnam,            Distillate fuel oil (Mb/d),1993,0
9644,Vietnam,            Residual fuel oil (Mb/d),1993,0
9645,Wake Island,        Refined petroleum products (Mb/d),1993,8.3
9646,Wake Island,            Distillate fuel oil (Mb/d),1993,8.3
9647,Wake Island,            Residual fuel oil (Mb/d),1993,0
9648,Western Sahara,        Refined petroleum products (Mb/d),1993,0.09221
9649,Western Sahara,            Distillate fuel oil (Mb/d),1993,0.09221
9650,Western Sahara,            Residual fuel oil (Mb/d),1993,0
9651,Yemen,        Refined petroleum products (Mb/d),1993,3.4
9652,Yemen,            Distillate fuel oil (Mb/d),1993,2.3
9653,Yemen,            Residual fuel oil (Mb/d),1993,1.1
9654,Zambia,        Refined petroleum products (Mb/d),1993,0.7
9655,Zambia,            Distillate fuel oil (Mb/d),1993,0.7
9656,Zambia,            Residual fuel oil (Mb/d),1993,0
9657,Zimbabwe,        Refined petroleum products (Mb/d),1993,0
9658,Zimbabwe,            Distillate fuel oil (Mb/d),1993,0
9659,Zimbabwe,            Residual fuel oil (Mb/d),1993,0
9660,Afghanistan,        Refined petroleum products (Mb/d),1994,0.1
9661,Afghanistan,            Distillate fuel oil (Mb/d),1994,0.1
9662,Afghanistan,            Residual fuel oil (Mb/d),1994,0
9663,Albania,        Refined petroleum products (Mb/d),1994,0
9664,Albania,            Distillate fuel oil (Mb/d),1994,0
9665,Albania,            Residual fuel oil (Mb/d),1994,0
9666,Algeria,        Refined petroleum products (Mb/d),1994,8.3
9667,Algeria,            Distillate fuel oil (Mb/d),1994,7
9668,Algeria,            Residual fuel oil (Mb/d),1994,1.3
9669,American Samoa,        Refined petroleum products (Mb/d),1994,1.8
9670,American Samoa,            Distillate fuel oil (Mb/d),1994,1.8
9671,American Samoa,            Residual fuel oil (Mb/d),1994,0
9672,Angola,        Refined petroleum products (Mb/d),1994,16
9673,Angola,            Distillate fuel oil (Mb/d),1994,8.3
9674,Angola,            Residual fuel oil (Mb/d),1994,8
9675,Antarctica,        Refined petroleum products (Mb/d),1994,1.3
9676,Antarctica,            Distillate fuel oil (Mb/d),1994,1.3
9677,Antarctica,            Residual fuel oil (Mb/d),1994,0
9678,Antigua and Barbuda,        Refined petroleum products (Mb/d),1994,0.9
9679,Antigua and Barbuda,            Distillate fuel oil (Mb/d),1994,0.9
9680,Antigua and Barbuda,            Residual fuel oil (Mb/d),1994,0
9681,Argentina,        Refined petroleum products (Mb/d),1994,11
9682,Argentina,            Distillate fuel oil (Mb/d),1994,6.7
9683,Argentina,            Residual fuel oil (Mb/d),1994,4.7
9684,Armenia,        Refined petroleum products (Mb/d),1994,0
9685,Armenia,            Distillate fuel oil (Mb/d),1994,0
9686,Armenia,            Residual fuel oil (Mb/d),1994,0
9687,Aruba,        Refined petroleum products (Mb/d),1994,0
9688,Aruba,            Distillate fuel oil (Mb/d),1994,0
9689,Aruba,            Residual fuel oil (Mb/d),1994,0
9690,Australia,        Refined petroleum products (Mb/d),1994,14
9691,Australia,            Distillate fuel oil (Mb/d),1994,2.3
9692,Australia,            Residual fuel oil (Mb/d),1994,12
9693,Austria,        Refined petroleum products (Mb/d),1994,0
9694,Austria,            Distillate fuel oil (Mb/d),1994,0
9695,Austria,            Residual fuel oil (Mb/d),1994,0
9696,Azerbaijan,        Refined petroleum products (Mb/d),1994,0
9697,Azerbaijan,            Distillate fuel oil (Mb/d),1994,0
9698,Azerbaijan,            Residual fuel oil (Mb/d),1994,0
9699,Bahrain,        Refined petroleum products (Mb/d),1994,4.5
9700,Bahrain,            Distillate fuel oil (Mb/d),1994,2.6
9701,Bahrain,            Residual fuel oil (Mb/d),1994,1.8
9702,Bangladesh,        Refined petroleum products (Mb/d),1994,0.2
9703,Bangladesh,            Distillate fuel oil (Mb/d),1994,0.2
9704,Bangladesh,            Residual fuel oil (Mb/d),1994,0
9705,Barbados,        Refined petroleum products (Mb/d),1994,2.4
9706,Barbados,            Distillate fuel oil (Mb/d),1994,2.4
9707,Barbados,            Residual fuel oil (Mb/d),1994,0
9708,Belarus,        Refined petroleum products (Mb/d),1994,0
9709,Belarus,            Distillate fuel oil (Mb/d),1994,0
9710,Belarus,            Residual fuel oil (Mb/d),1994,0
9711,Belgium,        Refined petroleum products (Mb/d),1994,77
9712,Belgium,            Distillate fuel oil (Mb/d),1994,13
9713,Belgium,            Residual fuel oil (Mb/d),1994,64
9714,Belize,        Refined petroleum products (Mb/d),1994,0.2
9715,Belize,            Distillate fuel oil (Mb/d),1994,0.2
9716,Belize,            Residual fuel oil (Mb/d),1994,0
9717,Benin,        Refined petroleum products (Mb/d),1994,0.4
9718,Benin,            Distillate fuel oil (Mb/d),1994,0.4
9719,Benin,            Residual fuel oil (Mb/d),1994,0
9720,Bermuda,        Refined petroleum products (Mb/d),1994,0.3
9721,Bermuda,            Distillate fuel oil (Mb/d),1994,0.3
9722,Bermuda,            Residual fuel oil (Mb/d),1994,0
9723,Bhutan,        Refined petroleum products (Mb/d),1994,0
9724,Bhutan,            Distillate fuel oil (Mb/d),1994,0
9725,Bhutan,            Residual fuel oil (Mb/d),1994,0
9726,Bolivia,        Refined petroleum products (Mb/d),1994,0
9727,Bolivia,            Distillate fuel oil (Mb/d),1994,0
9728,Bolivia,            Residual fuel oil (Mb/d),1994,0
9729,Bosnia and Herzegovina,        Refined petroleum products (Mb/d),1994,0
9730,Bosnia and Herzegovina,            Distillate fuel oil (Mb/d),1994,0
9731,Bosnia and Herzegovina,            Residual fuel oil (Mb/d),1994,0
9732,Botswana,        Refined petroleum products (Mb/d),1994,0
9733,Botswana,            Distillate fuel oil (Mb/d),1994,0
9734,Botswana,            Residual fuel oil (Mb/d),1994,0
9735,Brazil,        Refined petroleum products (Mb/d),1994,35
9736,Brazil,            Distillate fuel oil (Mb/d),1994,15
9737,Brazil,            Residual fuel oil (Mb/d),1994,20
