API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mauritius,            Distillate fuel oil (Mb/d),,,,,,,2.7,1.1,4.1,1.7,4.2,3.8,1.1,4,4,5.3,4.7,4.8,4.7,4.7,4.2,5.2,4.5,3.7,4.1,3.9,4.7,2.4,2.4,,,,,,,
Mauritius,            Residual fuel oil (Mb/d),,,,,,,0.07298,0.3,0.07278,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.6,0.6,0.6,0.6,0.9,1.1,0.5,0.6,0.7,0.5,1.1,1.4,1.8,2,2.2,3.4,3,2.8,3.12016438356164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,        Refined petroleum products (Mb/d),2,2,9,2,7.6,7.6,9.5,9.6,9.3,10,12,9.3,1.8,4.4,16,16,17,17,21,24,25,24,18,18,17,17,18,18,21,16,16,19,19,16,16.2772328767123,
Mexico,            Distillate fuel oil (Mb/d),,,,,0,0,1.5,1.9,1.9,2.2,2.4,1.2,0.7,2.3,13,13,13,14,19,21,22,22,16,16,15,15,16,16,19,,,,,,,
Mexico,            Residual fuel oil (Mb/d),1,1,4,1,7.6,7.6,8,7.6,7.4,8,9.5,8,1.1,2,2.6,3.3,3.5,2.9,2,2.3,2.3,2,2.1,2.1,1.9,1.9,2,1.9,1.8,1.8,1.8,1.7,1.8,1.8,1.63832876712329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,        Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.543150684931507,
Moldova,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0,0,,,,,,,
Moldova,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,        Refined petroleum products (Mb/d),,,,,,,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.3,0.3,0.5,0.8,0.8,0.564876712328767,
Mongolia,            Distillate fuel oil (Mb/d),,,,,,,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Mongolia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0.0434520547945205,0.2,0.3,0.3,0.369342465753425,
Montenegro,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,,,,,,,
Montenegro,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,        Refined petroleum products (Mb/d),,,,,,,0,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.0204383561643836,0.0203825136612022,0.0204383561643836,0.0204383561643836,0.0204383561643836,0.0203825136612022,0.0204383561643836,0.0204383561643836,0.02043835616,0.02043835616,0.0204383561643836,0.0204383561643836,0.0204383561643836,0.0204383561643836,0.0421643835616438,0.0421643835616438,
Montserrat,            Distillate fuel oil (Mb/d),,,,,,,0,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.0204383561643836,0.0203825136612022,0.0204383561643836,0.0204383561643836,0.0204383561643836,0.0203825136612022,0.0204383561643836,0.0204383561643836,0.02043835616,0.02043835616,,,,,,,
Montserrat,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,1.3,1.4,1.4,1.6,2.2,1.6,1.7,1.7,1.6,1.9,2.1,2.1,0.3,0.3,2.2,1.6,7.2,7.2,9.3,11,11,11,15,15,13,15,16.2375890410959,
Morocco,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.7,1.6,1.9,2.1,2.1,0.3,0.3,2.2,1.6,7.2,6.4,9.3,0.3,0.3,,,,,,,
Morocco,            Residual fuel oil (Mb/d),,,,,,,0.00426,0,0.03639,0.03649,0,0.01824,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,2.1,2.1,2.1,2.1,2.0801095890411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,        Refined petroleum products (Mb/d),,,,,,,1.4,1.5,1.5,0.8,0.7,1.3,0.5,1.3,1.2,1.5,1.5,1.5,0.06389,0.0638904109589041,0.0589617486338798,0.0613150684931507,0.8,1.2,1.6,0.8,1.2,1.4,1.3,1.5,1.4,1.3,1.4,1.5,2.60712328767123,
Mozambique,            Distillate fuel oil (Mb/d),,,,,,,1.4,1.5,1.5,0.5,0.6,1.3,0.5,1.3,1.2,1.5,1.5,1.5,0.06389,0.0638904109589041,0.0407650273224044,0.0613150684931507,0.8,1.2,1.6,0.8,1.2,0,0,,,,,,,
Mozambique,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0.4,0.02,0,0,0,0,0,0,0,0,0,0.0181967213114754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1.03175342465753,
Namibia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Namibia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,        Refined petroleum products (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0947123287671233,0.0947123287671233,
Nauru,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0,0,,,,,,,
Nauru,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072986301369863,0.072986301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1.3,1.3,1.4,1.4,1.7,1.4,1.4,2,2.32468493150685,
Nepal,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1.3,0,0,,,,,,,
Nepal,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,        Refined petroleum products (Mb/d),155,171,168,155,143,159,182,179,198,193,204,209,210,218,209,212,214,227,230,237,249,273,271,253,273,314,325,295,284,260,253,273,250,224,212.054712328767,
Netherlands,            Distillate fuel oil (Mb/d),,,,,43,46,47,46,44,44,45,45,46,40,42,49,45,42,45,44,45,47,45,41,39,42,42,31,31,,,,,,,
Netherlands,            Residual fuel oil (Mb/d),129,132,127,115,100,114,135,132,154,149,159,163,165,177,166,162,169,185,185,193,204,226,225,212,233,272,283,264,253,233,220,241,218,197,183.939863013699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,        Refined petroleum products (Mb/d),,,,,,,37,36,30,30,31,32,32,33,33,33,33,33,34,34,33,32,32,33,34,34,34,36,36,35,45,46,45,32,31.5108767123287,
Netherlands Antilles,            Distillate fuel oil (Mb/d),,,,,,,4.7,4.8,3.8,3.8,3.8,4.8,5.1,5.4,5.5,5.6,5.6,5.7,5.9,5.9,5.9,4.5,4.6,6.3,6.7,6.3,6.4,4.9,4.7,,,,,,,
Netherlands Antilles,            Residual fuel oil (Mb/d),,,,,,,32,31,26,26,27,27,27,27,27,28,28,28,28,28,28,28,27,27,27,27,27,30,30,29,37,38,37,26,26.092602739726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,        Refined petroleum products (Mb/d),,,,,,,0.2,0.05473,0,0.5,0.4,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,1,0.3,0.2,0.00651780821917808,0.00651780821917808,0.00651780821917808,0.00651780821917808,0.7,0.687506849315068,
New Caledonia,            Distillate fuel oil (Mb/d),,,,,,,0.2,0,0,0.4,0.3,0.4,0.08153,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.3,0,0,,,,,,,
New Caledonia,            Residual fuel oil (Mb/d),,,,,,,0,0.05473,0,0.09123,0.09123,0.09123,0.09098,0.09123,0.09123,0.09123,0.09098,0.09123,0.09123,0.0912328767123288,0.1,0.1,0.1,0.1,0.1,0.2,0.7,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,        Refined petroleum products (Mb/d),11,9,5,5,4.2,4,2.7,3.6,4.4,4.5,5.8,5.5,4.8,5.4,8,6.7,5.7,4.6,6.3,5.4,4.4,4.7,6.3,4.6,4.3,4.5,5.6,5.7,6.2,6.2,6.1,5.8,5.5,5.5,5.27994520547945,
New Zealand,            Distillate fuel oil (Mb/d),,,,,2.7,2.5,1.8,1.9,2.3,2.5,2.5,2.9,2.1,2.1,3.2,2.6,1.7,1.1,1.7,1.1,1.1,1.5,2.3,1.2,0.8,0.5,0.9,0.8,0.8,,,,,,,
New Zealand,            Residual fuel oil (Mb/d),4,3,2,2,1.4,1.5,0.9,1.7,2.1,2,3.3,2.7,2.7,3.4,4.8,4.1,4,3.5,4.5,4.3,3.2,3.2,3.9,3.4,3.5,4,4.7,4.9,5.4,5.4,5.2,4.7,4.6,4.6,4.19671232876712,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.6,0.5,0.4,0.4,0.4,0.5,0.4,0.434520547945205,
Nicaragua,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,,,,,,,
Nicaragua,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,        Refined petroleum products (Mb/d),,,,,,,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.5,0.673506849315068,
Niger,            Distillate fuel oil (Mb/d),,,,,,,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0,0,,,,,,,
Niger,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,        Refined petroleum products (Mb/d),,,,,,,6,15,5.6,15,14,15,5.3,15,15,15,15,7.2,15,14,9.2,11,14,19,14,16,17,17,35,26,17,18,12,14,13.6966575342466,
Nigeria,            Distillate fuel oil (Mb/d),,,,,,,2.4,11,1.6,9.7,9.4,9.8,1.5,9.8,9.6,9.4,9.6,1.8,9.5,9.8,6.3,5.2,8.6,12,11,12,17,12,9.5,,,,,,,
Nigeria,            Residual fuel oil (Mb/d),,,,,,,3.6,4.1,4,4.9,5.1,5.5,3.8,5.7,5.1,5.5,5.5,5.5,5.2,4.6,2.9,5.7,5.4,7.4,3.4,4.2,0,0,7.3,7.8,8.5,9.1,5.1,4.7,4.7441095890411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Niue,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Niue,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
North Korea,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
North Korea,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.4,0.1,0.2,0.1,0.0651780821917808,0.2,0.0869041095890411,0.0434520547945205,0.2,0.238986301369863,
North Macedonia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.4,0.1,0,0,,,,,,,
North Macedonia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,        Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,        Refined petroleum products (Mb/d),6,5,5,5,5.4,6.1,6.2,6.4,7.8,6.8,8.6,9,8.7,9.5,10,13,12,18,19,17,15,15,13,11,10,13,9.8,8.3,6.9,6.6,6.8,7.3,7.1,6.4,2.73005479452055,
Norway,            Distillate fuel oil (Mb/d),,,,,2,2.1,2.7,3.2,4.4,3.2,4.5,5.2,3.9,4.4,4.8,6.3,6.4,9,9.4,8.6,8.8,9.1,8.4,6.1,5.6,7.7,6.6,5.8,3.5,,,,,,,
Norway,            Residual fuel oil (Mb/d),3,3,3,3,3.3,4,3.5,3.2,3.4,3.6,4.1,3.8,4.8,5.1,5.7,6.2,5.9,8.5,9.1,8.3,6.7,6,4.7,4.4,4.5,5.2,3.2,2.5,3.4,1.5,2.9,3.5,3.2,3.3,1.36068493150685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,        Refined petroleum products (Mb/d),,,,,,,18,14,7.4,7.2,12,11,2,6.3,4,5.7,5.8,8.6,5.9,2.3,1.1,0.9,0.6,0.0101369863013699,4.2,4.4,6.8,8.9,9.4,12,13,11,9.2,24,32.5460547945206,
Oman,            Distillate fuel oil (Mb/d),,,,,,,4,5,2.9,3,6.1,6.2,0,4.1,3.5,3.8,2.9,1.3,1.3,1.3,0,0,0,0,4.2,3.9,6.8,0,0,,,,,,,
Oman,            Residual fuel oil (Mb/d),,,,,,,14,9,4.5,4.2,5.5,4.6,2,2.2,0.5,1.9,2.9,7.3,4.7,1,1.1,0.9,0.6,0.0101369863013699,0.0046448087431694,0.5,0,0,0,2.2,4,2.9,0.4,16,21.5309589041096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,        Refined petroleum products (Mb/d),,,,,,,3.1,2.5,2.4,3,2.8,3.5,0.4,3.7,3.1,3.2,2.9,3.2,3.2,3.2,0.5,0.5,0.8,0.3,20,3.1,5.6,19,6.5,22,6.7,6.2,5.7,6,6.01139726027398,
Pakistan,            Distillate fuel oil (Mb/d),,,,,,,2.6,2.4,2.2,2.8,2.2,3.3,0.08153,3.4,2.9,3,2.8,2.9,3,3,0.1,0.1,0.7,0.0613150684931507,20,2.1,4.1,0.2,0.8,,,,,,,
Pakistan,            Residual fuel oil (Mb/d),,,,,,,0.5,0.1,0.1,0.2,0.6,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.2,0.2,0.7,1,1.6,2.2,2.4,3.6,2.7,1.7,1.5,1.6,1.69693150684932,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestinian Territories,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Palestinian Territories,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,
Palestinian Territories,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,        Refined petroleum products (Mb/d),,,,,,,5.2,7.6,6.4,5.2,5.3,12,13,18,19,21,21,19,19,19,19,55,55,55,55,49,61,49,6.5,49,63,71,72,74,71.4557808219179,
Panama,            Distillate fuel oil (Mb/d),,,,,,,0.07671,1.9,1.5,1,0.6,4,1,5.1,6.1,7,7,1.2,1.2,1.2,0.9,2.9,2.9,2.9,2.9,3.3,10,0,0,,,,,,,
Panama,            Residual fuel oil (Mb/d),,,,,,,5.1,5.7,4.9,4.1,4.7,7.8,12,13,13,14,14,18,18,18,18,52,52,52,52,45,51,44,0,40,53,60,61,60,56.8745753424658,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,        Refined petroleum products (Mb/d),,,,,,,0.4,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,1.5,3.1,1.6,1.5,1.5,1.5,1.5,1.3,1.34090410958904,
Papua New Guinea,            Distillate fuel oil (Mb/d),,,,,,,0.4,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,1.4,1.8,0.5,,,,,,,
Papua New Guinea,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.145972602739726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,        Refined petroleum products (Mb/d),,,,,,,0.1,0.2,0.2,0.2,0.04876,0.04876,0.05,0.04876,0.04876,0.04876,0.04863,0.04876,0.04876,0.0487671232876712,0,0,0,0,0.3,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.7,0.80386301369863,
Paraguay,            Distillate fuel oil (Mb/d),,,,,,,0.1,0.2,0.2,0.2,0.04876,0.04876,0.05,0.04876,0.04876,0.04876,0.04863,0.04876,0.04876,0.0487671232876712,0,0,0,0,0.3,0.4,0.5,0,0,,,,,,,
Paraguay,            Residual fuel oil (Mb/d),,,,,,,0.01033,0.01585,0.02319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,        Refined petroleum products (Mb/d),,,,,,,1.6,1.8,4.6,0.5,0.2,1.2,0.7,0,1.3,1.4,1.4,1.4,1.4,1.4,7.4,1.1,1,6.8,10,7.5,12,6.6,15,13,18,21,18,18,16.8798356164384,
Peru,            Distillate fuel oil (Mb/d),,,,,,,1.3,1.2,2,0.4,0.2,0.6,0.6,0,0.9,0.9,0.9,0.9,0.9,0.9,7.4,1.1,1,6.8,10,7.5,12,3,3,,,,,,,
Peru,            Residual fuel oil (Mb/d),,,,,,,0.3,0.6,2.6,0.05492,0.00858,0.5,0.08469,0,0.4,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2,3.1,3.9,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,        Refined petroleum products (Mb/d),,,,,,,1.6,6,4.9,9.9,5.5,1.9,1,3.1,13,13,14,15,13,14,11,4.1,4.4,16,16,12,20,27,25,25,25,28,27,27,24.4145479452055,
Philippines,            Distillate fuel oil (Mb/d),,,,,,,1.6,3.4,4,8.5,4.6,1.9,0.2,3.1,11,12,12,14,11,11,9.3,2.1,1.7,14,14,10,18,0.9,0.9,,,,,,,
Philippines,            Residual fuel oil (Mb/d),,,,,,,0.03649,2.6,0.9,1.4,0.8,0.03202,0.8,0.04963,1.1,1.3,1.4,1.8,2.1,2.8,2,2,2.8,2,1.9,1.8,1.6,3.6,3.5,3,2.8,3.5,3,2.6,1.24076712328767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,        Refined petroleum products (Mb/d),1,1,1,1,9.7,10,10,13,11,15,8.3,3.4,5.3,2,1.6,3.6,4,2.8,14,6.1,5.6,4.9,4.9,4.7,4.7,4.4,5.6,4.6,4.9,4,4,2.7,1.9,1.6,1.85950684931507,
Poland,            Distillate fuel oil (Mb/d),,,,,6.7,6.6,6.6,7.8,6.8,5.4,3.2,1.5,2,1.2,0.2,1,0.7,0.3,2.2,2.2,1.2,0.5,0.9,0.9,0.8,0.7,1.7,1,0.7,,,,,,,
Poland,            Residual fuel oil (Mb/d),1,1,1,1,3,3.6,3.8,5.5,4,9.1,5.1,1.9,3.4,0.7,1.3,2.6,3.3,2.4,12,3.9,4.5,4.4,4,3.9,3.9,3.8,3.9,3.6,4.1,3.3,2.9,2,1.4,1.1,1.30767123287671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,        Refined petroleum products (Mb/d),0,12,3,4,4.1,3.7,5,4.7,4.2,5.8,7.2,6.5,7,5.9,5.6,6.2,6.8,7.1,7.2,8.8,9.2,6.1,6.5,8.1,9.4,7.9,8.8,9.7,10,9,8.8,11,12,11,8.42019178082192,
Portugal,            Distillate fuel oil (Mb/d),,,,,1.6,1.5,1.6,1.4,1.3,1.7,2.3,1.8,1.9,1.5,1.3,2.1,2.6,2.5,2.2,2.4,1.9,1.2,1,1.3,1.1,1.3,1.3,1.5,1.4,,,,,,,
